id,type,name,url,structure_name,opening,city,province,address,number,lat,lng,status
61490,"IAT diffuso","Alfonsine - IAT Diffuso",,"Labirinto Effimero",,Alfonsine,Ravenna,"Via Roma",111,"44,496369","12,0524594",Pubblico
61491,"IAT diffuso","Bagnacavallo - IAT Diffuso",,"Ecomuseo delle Erbe Palustri",,Bagnacavallo,Ravenna,"Via Giuseppe Ungaretti",1,"44,449433070603","12,049368065234",Pubblico
61492,"IAT diffuso","Bagnacavallo - IAT Diffuso",,"Antico Convento San Francesco",,Bagnacavallo,Ravenna,"Via Cadorna",10,"44,4158608","11,972969",Pubblico
61493,"IAT diffuso","Milano Marittima - IAT Diffuso",,"Casa delle Farfalle",,Cervia,Ravenna,"Via Jelenia Gora",6/D,"44,2783046","12,3363171",Pubblico
61494,"IAT diffuso","Cervia - IAT Diffuso",,"Centro Visite Saline di Cervia",,Cervia,Ravenna,"Via Bova",61,"44,25368343088","12,341270785541",Pubblico
61495,"IAT diffuso","Cervia - IAT Diffuso",,"Officine del Sale",,Cervia,Ravenna,"Via Evangelisti",2,"44,2625142","12,3503068",Pubblico
61496,"IAT diffuso","Milano Marittima - IAT Diffuso",,"Spiaggia Bellettini 297",,Cervia,Ravenna,"Via VIII Traversa",22/24,"44,285353284989","12,350321148162",Pubblico
61497,"IAT diffuso","Cervia - IAT Diffuso",,"Terme di Cervia",,Cervia,Ravenna,"Via Forlanini",16,"44,2730291","12,3288386",Pubblico
61498,"IAT diffuso","Pinarella - IAT Diffuso",,"Spiaggia Bagno Stella",,Cervia,Ravenna,"Via Arenile Demaniale",77/78,"44,236253","12,3750051",Pubblico
61500,"IAT diffuso","Lugo - IAT Diffuso",,"Hotel Ala d'Oro",,Lugo,Ravenna,"Corso Giacomo Matteotti",56,"44,4190612","11,9152086",Pubblico
61501,"IAT diffuso","Bellaria-Igea Marina - IAT Diffuso",,"Fondazione Verdeblu",,"Bellaria-Igea Marina",Rimini,"via Panzini",80,"44,1494059","12,4626645",Pubblico
61502,"IAT diffuso","Bellaria-Igea Marina - IAT Diffuso",,Turismhotels,,"Bellaria-Igea Marina",Rimini,"via Fermi",10,"44,1440056","12,4617919",Pubblico
61503,"IAT diffuso","Bellaria-Igea Marina - IAT Diffuso",,"Emotion Travel Experience",,"Bellaria-Igea Marina",Rimini,"via Tibullo",40,"44,1334258","12,4822273",Pubblico
61504,"IAT diffuso","Rimini - IAT Diffuso",,"Ristorante dallo zio",,Rimini,Rimini,"Via Santa Chiara",16,"44,0567753","12,5699139",Pubblico
61505,"IAT diffuso","Rimini - IAT Diffuso",,"Osteria de borg",,Rimini,Rimini,"Via Forzieri",12,"44,0647963","12,5633407",Pubblico
61506,"IAT diffuso","Rimini - IAT Diffuso",,Nudecrud,,Rimini,Rimini,"Viale Tiberio",27/29,"44,0645325","12,5629946",Pubblico
61507,"IAT diffuso","Torre Pedrera - IAT Diffuso",,"Hotel Rosati",,Rimini,Rimini,"Viale San Salvador",190,"44,1122978","12,5059638",Pubblico
61509,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Napoleon",,Rimini,Rimini,"Piazza C. Battisti",22,"44,0645108","12,571242",Pubblico
61510,"IAT diffuso","Viserbella - IAT Diffuso",,"Hotel Life",,Rimini,Rimini,"Viale Porto Palos",34,"44,0934427","12,5300497",Pubblico
61511,"IAT diffuso","Miramare - IAT Diffuso",,"Hotel dei Platani",,Rimini,Rimini,"Viale Oliveti",76,"44,031352","12,6195131",Pubblico
61512,"IAT diffuso","Miramare - IAT Diffuso",,"Hotel Aurea",,Rimini,Rimini,"Viale Martinelli",7,"44,0308438","12,6209313",Pubblico
61513,"IAT diffuso","Rimini - IAT Diffuso",,"I viaggi di Bianco e Blu",,Rimini,Rimini,"Piazza C. Battisti",1,"44,0635147","12,5747613",Pubblico
61514,"IAT diffuso","Crevalcore - IAT Diffuso",,"Associazione nazionale Carabinieri in congedo",,Crevalcore,Bologna,"Via della Pace",361,"44,7187255","11,1526692",Pubblico
61515,"IAT diffuso","Crevalcore - IAT Diffuso",,"Pro Loco Crevalcore Aps",,Crevalcore,Bologna,"viale Amendola",330,"44,7195986","11,1471475",Pubblico
61516,"IAT diffuso","Crevalcore - IAT Diffuso",,"Motoclub Crevalcore Asd",,Crevalcore,Bologna,"via del Bottazzo",229,"44,7649651","11,1446109",Pubblico
61518,"IAT diffuso","Zola Predosa Colli Bolognesi - IAT Diffuso",,"Cà La Ghironda Resort",,"Zola Predosa",Bologna,"Via Leonardo da Vinci",19/1,"44,4948239","11,1889479",Pubblico
61519,"IAT diffuso","Valsamoggia Colli Bolognesi - IAT Diffuso",,"Pro Loco Savigno Aps",,Valsamoggia,Bologna,"Via Marconi - Savigno",29,"44,3894543","11,0738721",Pubblico
61522,"IAT diffuso","Monte San Pietro Colli Bolognesi  - IAT Diffuso",,"Bar Due di Picche",,"Monte San Pietro",Bologna,"Via del Lavino",419/A,"44,4082986","11,1280847",Pubblico
61523,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Agriturismo azienda agricola Ferrari Maria Rita",,Maranello,Modena,"Via S.Antonio",2,"44,5173223","10,8989597",Pubblico
61525,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Mercanti di sapori",,Maranello,Modena,"Via Teano",14,"44,5276783","10,8657504",Pubblico
61526,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,Fotodigital,,"Fiorano Modenese",Modena,"Via Statale",31,"44,5338179","10,8400461",Pubblico
61527,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Hotel Alexander",,"Fiorano Modenese",Modena,"Via Resistenza",46,"44,5334363","10,8457135",Pubblico
61528,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Casa Rossa di Ferrari Walter",,Formigine,Modena,"Via Cava",16,"44,5727194","10,847694",Pubblico
61529,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"B&B Cà Dal Frol",,Formigine,Modena,"Via Stradella",12,"44,5563082","10,8681956",Pubblico
61530,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Modena Golf & Country Club A.s.d.",,Formigine,Modena,"Via Castelnuovo Rangone",4,"44,54832","10,9038",Pubblico
61531,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Villa Magnolia",,Formigine,Modena,"Via Adolfo Venturi",9,"44,5986648","10,8641816",Pubblico
61532,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"R&B Il Melograno",,Formigine,Modena,"Via Ghiarola",59,"44,5642216","10,8396015",Pubblico
61533,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Il profumo dei Tigli B&B",,Formigine,Modena,"Via Vaccari",26,"44,6418402","10,9175993",Pubblico
61534,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Hotel La Fenice",,Formigine,Modena,"Via Caduti sul Lavoro",12,"44,5727194","10,847694",Pubblico
61535,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Al Ciocco snc",,Montefiorino,Modena,"Via Palloncino",2,"44,34737","10,56856",Pubblico
61537,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Polisportiva Monchio ASD APS",,Palagano,Modena,"Via Panoramica",151/E,"44,2478706","10,7210891",Pubblico
61538,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Locanda Cialamina SAS di Forti Enrica",,Palagano,Modena,"Palazzo Pierotti",38,"44,32397","10,64971",Pubblico
61539,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Nuova Proloco Prignano S/S APS",,"Prignano sulla Secchia",Modena,"Via Allegretti",166,"44,4368453","10,6908299",Pubblico
61540,"IAT diffuso","Mirandola IAT Diffuso",,Dolcemente,,Mirandola,Modena,"Via Curtatone",17,"44,8868555","11,066426",Pubblico
61541,"IAT diffuso","Mirandola IAT Diffuso",,"Tutto capelli fai da te",,Mirandola,Modena,"Piazza Mazzini",10,"44,8865636","11,0649874",Pubblico
61542,"IAT diffuso","Mirandola IAT Diffuso",,"Note di Malto",,Mirandola,Modena,"Piazza Castello",22,"44,8886102","11,0649753",Pubblico
61543,"IAT diffuso","Mirandola IAT Diffuso",,"Tintarella Viaggi",,Mirandola,Modena,"Piazza Costituente",42,"44,8886272","11,0663204",Pubblico
61544,"IAT diffuso","Mirandola IAT Diffuso",,Qbi,,Mirandola,Modena,"Via Verdi",41,"44,8886104","11,0678045",Pubblico
61545,"IAT diffuso","Mirandola IAT Diffuso",,"Le alchimie dei Pico",,Mirandola,Modena,"Piazza Costituente",65,"44,8890983","11,0653758",Pubblico
61546,"IAT diffuso","Mirandola IAT Diffuso",,"Foto ottica Pongiluppi",,Mirandola,Modena,"Via Volturno",16-18,"44,8874141","11,0666654",Pubblico
61547,"IAT diffuso","Nonantola IAT Diffuso",,"Museo di Nonantola",,Nonantola,Modena,"Via del Macello",,"44,6771694","11,0421642",Pubblico
61548,"IAT diffuso","Nonantola IAT Diffuso",,"Pro Loco Nonantola APS",,Nonantola,Modena,"Via Roma",10/A,"44,6788747","11,0411597",Pubblico
61549,"IAT diffuso","Nonantola IAT Diffuso",,eGOeBIKE,,Nonantola,Modena,"Via Marconi",28,"44,6773364","11,0427815",Pubblico
61550,"IAT diffuso","Nonantola IAT Diffuso",,"La Smorfia",,Nonantola,Modena,"Via Roma",48/50/52/54,"44,6788747","11,0411597",Pubblico
61551,"IAT diffuso","Nonantola IAT Diffuso",,"Sorsi e Morsi",,Nonantola,Modena,"Via Roma",26-28,"44,6781449","11,0416011",Pubblico
61553,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Museo dell'Aceto Balsamico Tradizionale di Modena APS",,Spilamberto,Modena,"Via Francesco Turati",28,"44,535057","11,0169474",Pubblico
61554,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Centro visite Borgo dei Sassi R&B",,Guiglia,Modena,"Via Sassi",2000,"44,3898565","10,9504644",Pubblico
61555,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Museo del Castagno e del Borlengo APS La Silucadora",,Zocca,Modena,"Via San Giacomo",724,"44,3415974","11,0181176",Pubblico
61556,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Circolo Polivalente Olimpia Vignola PIscina Vignola APS",,Vignola,Modena,"Via Portello",2,"44,4767938","11,0064732",Pubblico
61557,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Pro Loco Vignola Terra di Ciliegie APS",,Vignola,Modena,"Via Bellucci",1,"44,4800224","11,0111433",Pubblico
61558,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Fattoria Germoglio azienda agricola",,"Savignano sul Panaro",Modena,"Via Rio d'Orzo",535,"44,4647043","11,0269609",Pubblico
61559,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"La Fontana azienda agricola",,Spilamberto,Modena,"Via Ghiarole",54/a,"44,5418971","11,0236126",Pubblico
61560,"IAT diffuso","Unione Terre di Castelli IAT Diffuso",,"Pro Loco Savignano sul Panaro",,"Savignano sul Panaro",Modena,"via crespellani",12,"44,4777879","11,0385171",Pubblico
61561,"IAT digitale","Bertinoro - IAT Digitale",,,"Tutti i giorni dell'anno",Bertinoro,Forlì-Cesena,"Piazza della Libertà",3,"44,1494465","12,1356425",Pubblico
61562,"IAT digitale","Copparo - IAT Digitale",,,"Collocato all'aperto, fruibile h24",Copparo,Ferrara,"Piazza della Libertà",,"44,8944449","11,8273896",Pubblico
61563,"IAT digitale","Riva Del Po - IAT Digitale",,,"Collocato all'aperto, fruibile h24",Ro,Ferrara,"Area sosta Camper -  Via Dazio 48",48,"44,951423","11,7602669",Pubblico
61564,"IAT digitale","Tresignana - IAT Digitale",,,"Collocato all'aperto, fruibile h24",Tresigallo,Ferrara,"Piazza Italia",32,"44,8177087","11,8968098",Pubblico
61565,"IAT digitale","Cervia - IAT Digitale",,,"Tutto l'anno",Cervia,Ravenna,"Viale della Stazione",36,"44,2587347","12,34726",Pubblico
61566,"IAT digitale","Tagliata - IAT Digitale",,,"Tutto l'anno",Cervia,Ravenna,"Viale Italia",374,"44,2245092","12,3814266",Pubblico
61567,"IAT digitale","Pinarella - IAT Digitale",,,"Da maggio a settembre",Cervia,Ravenna,"Via Tritone",15/b,"44,2411705","12,3635273",Pubblico
61568,"IAT digitale","Coriano - IAT Digitale",,,"Dal lunedì al venerdì",Coriano,Rimini,"piazza Mazzini",6,"43,964318","12,602595",Pubblico
61569,"IAT digitale","Talamello - IAT Digitale",,,"Luglio, Agosto, fiere autunnali e festività pasquali e natalizie",Talamello,Rimini,"piazza Saffi",27,"43,905949","12,2839716",Pubblico
61619,"IAT diffuso","Forlimpopoli - IAT Diffuso",,"Edicola Ravaglioli",,Forlimpopoli,Forlì-Cesena,"Piazza Pompilio",26,"44,1875469","12,127339",Pubblico
61620,"IAT diffuso","Forlimpopoli - IAT Diffuso",,"La nuova edicola di Elena Bartoli",,Forlimpopoli,Forlì-Cesena,"Della Madonna",1A,"44,1878637","12,128578",Pubblico
61621,"IAT diffuso","Alfonsine - IAT Diffuso",,"Al gallo Trattoria e Locanda",,Alfonsine,Ravenna,"Piazza Vincenzo Monti",36-39,"44,5000548","12,0410779",Pubblico
61623,"IAT diffuso","Bagnacavallo - IAT Diffuso",,"La cantina di Piazza Nuova",,Bagnacavallo,Ravenna,"Via Verdi",8,"44,4147988","11,9778699",Pubblico
61624,"IAT diffuso","Cotignola - IAT Diffuso",,Giogiocaffè,,Cotignola,Ravenna,"Piazza Vittorio Emanuele II",7,"44,3848465","11,9427913",Pubblico
61625,"IAT diffuso","Cotignola - IAT Diffuso",,"Ristorante Al Parco",,Cotignola,Ravenna,"Via Pertini",2,"44,3826158","11,9268599",Pubblico
61626,"IAT diffuso","Fusignano - IAT Diffuso",,"Società agricola Randi",,Fusignano,Ravenna,"Via San Savino",113,"44,4922451","12,0036189",Pubblico
61627,"IAT diffuso","Massa Lombarda - IAT Diffuso",,"Il chiosco di Massa",,"Massa Lombarda",Ravenna,"Piazza Andrea Costa",,"44,4480512","11,8279872",Pubblico
61628,"IAT diffuso","Rimini - IAT Diffuso",,"Bagno Rudy 144",,Rimini,Rimini,"Lungomare Spadazzi - Miramare",,"44,0327634","12,6207395",Pubblico
61629,"IAT diffuso","Rimini - IAT Diffuso",,"Bike Park",,Rimini,Rimini,"Via Dante Alighieri",51,"44,0629747","12,5736406",Pubblico
61630,"IAT diffuso","Rimini - IAT Diffuso",,"Bike Tour Rimini",,Rimini,Rimini,"Viale Regina Elena - Marina Centro",54,"44,0570424","12,5922459",Pubblico
61631,"IAT diffuso","Rimini - IAT Diffuso",,"Bio Boutique Hotel Xu'",,Rimini,Rimini,"Via Metastasio - Marina Centro",3,"44,0586281","12,5887171",Pubblico
61632,"IAT diffuso","Rimini - IAT Diffuso",,"Boutique Adele abbigliamento Edistyle",,Rimini,Rimini,"Via Porto Palos - Viserbella",74,"44,0956196","12,5270324",Pubblico
61633,"IAT diffuso","Rimini - IAT Diffuso",,"Caffè dell'orto",,Rimini,Rimini,"Via Lucio Lando - San Giuliano mare",109/111,"44,0717865","12,5687739",Pubblico
61634,"IAT diffuso","Rimini - IAT Diffuso",,"Distributore di benzina PB",,Rimini,Rimini,"Via Matteucci - Marina Centro",2,"44,0660928","12,5727635",Pubblico
61635,"IAT diffuso","Rimini - IAT Diffuso",,"Enoteca Biberius",,Rimini,Rimini,"Via Ortaggi - Borgo San Giuliano",12,"44,0649319","12,5655756",Pubblico
61636,"IAT diffuso","Rimini - IAT Diffuso",,"Il forno della Vecchia Pescheria",,Rimini,Rimini,"Piazza Gregorio da Rimini - Centro Storico",5,"44,0603495","12,5666512",Pubblico
61637,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Acquazzurra",,Rimini,Rimini,"Via Misurata - Marina Centro",15,"44,0638985","12,5823268",Pubblico
61638,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Admiral Art Hotel",,Rimini,Rimini,"Via Pascoli - Marina Centro",145,"44,0548862","12,5834014",Pubblico
61639,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Airone",,Rimini,Rimini,"Viale Regina Elena - Marina Centro",201,"44,0570424","12,5922459",Pubblico
61640,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Amicizia",,Rimini,Rimini,"Viale Regina Elena - Marina Centro",63,"44,0570424","12,5922459",Pubblico
61641,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Arno",,Rimini,Rimini,"Via Martinelli - Miramare",9,"44,0306893","12,6207051",Pubblico
61642,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Corallo",,Rimini,Rimini,"Viale Vespucci - Marina Centro",46,"44,0670623","12,5814996",Pubblico
61643,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Diana",,Rimini,Rimini,"Via Porto Palos - Viserbella",15,"44,0926021","12,5319529",Pubblico
61644,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel fra i pini",,Rimini,Rimini,"Via Pedrizzi - Viserbella",13,"44,0935949","12,5283687",Pubblico
61645,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Haarlem",,Rimini,Rimini,"Via Sarsina - Rivazzurra",7,"44,0354272","12,6156142",Pubblico
61646,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Ischia",,Rimini,Rimini,"Via Siracusa - Marebello",17,"44,0432941","12,6057672",Pubblico
61647,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Marselli",,Rimini,Rimini,"Via C. Zavagli - San Giuliano mare",77,"44,0709681","12,5607862",Pubblico
61648,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Mercure Artis",,Rimini,Rimini,"Viale Vespucci -  Marina Centro",38,"44,0670623","12,5814996",Pubblico
61649,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Mercure Lungomare",,Rimini,Rimini,"Viale Vespucci - Marina Centro",18,"44,0670623","12,5814996",Pubblico
61650,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel Panoramic",,Rimini,Rimini,"Via Cimarosa - Viserba",1,"44,0838415","12,5444892",Pubblico
61651,"IAT diffuso","Rimini - IAT Diffuso",,"Hotel San Francisco spiaggia",,Rimini,Rimini,"Viale Regina Margherita - Rivazzurra",42,"44,038525","12,61466",Pubblico
61652,"IAT diffuso","Rimini - IAT Diffuso",,"I-Suite Hotel",,Rimini,Rimini,"Viale Regina Elena - Marina Centro",28,"44,0570424","12,5922459",Pubblico
61653,"IAT diffuso","Rimini - IAT Diffuso",,"Il circolino",,Rimini,Rimini,"Lungomare C. Tintori",9,"44,0744016","12,5762233",Pubblico
61654,"IAT diffuso","Rimini - IAT Diffuso",,"Martour Viaggi SAS",,Rimini,Rimini,"Viale Regina Margherita - Miramare",241,"44,032364","12,6200268",Pubblico
61655,"IAT diffuso","Rimini - IAT Diffuso",,"Pixelcoop - Sapori di Quartiere",,Rimini,Rimini,"via Caduti di Marzabotto",,"44,0547267","12,5526415",Pubblico
61656,"IAT diffuso","Rimini - IAT Diffuso",,"Residence Villa Azzurra",,Rimini,Rimini,"Via Pegli - Rivazzurra",17,"44,0375221","12,6110537",Pubblico
61657,"IAT diffuso","Rimini - IAT Diffuso",,"Rimini Terme",,Rimini,Rimini,"Via Principe di Piemonte",56,"44,027277","12,6281129",Pubblico
61658,"IAT diffuso","Rimini - IAT Diffuso",,"Ristorante AmoRimini",,Rimini,Rimini,"Lungomare Murri",15,"44,0654869","12,5843259",Pubblico
61659,"IAT diffuso","Rimini - IAT Diffuso",,"Taddei e Mondaini Casalinghi",,Rimini,Rimini,"Michele Rosa",19,"44,0591763","12,571849",Pubblico
61660,"IAT diffuso","Rimini - IAT Diffuso",,"Torre Pedrera Hotels & Co.",,Rimini,Rimini,"Via San Salvador - Torre Pedrera",55,"44,1067507","12,5132336",Pubblico
61661,"IAT diffuso","Rimini - IAT Diffuso",,"Trattoria La Marianna",,Rimini,Rimini,"Via Tiberio",19,"44,0644291","12,5632966",Pubblico
61697,"IAT diffuso","Bagnacavallo - IAT Diffuso",,"Osteria Piazza Nova",,Bagnacavallo,Ravenna,"Piazza Nuova",22,"44,4147681","11,9780337",Pubblico
66708,"Welcome Room","Cesenatico - Welcome Room",https://maps.app.goo.gl/M2SuFFXoJuxXaP3L8,,,Cesenatico,Forlì-Cesena,,,"41,6878844","8,1171175",Pubblico
66709,"Welcome Room","Forlì - Welcome Room",https://maps.app.goo.gl/DyXgKpg73i2tZXRV8,,,Forlì,Forlì-Cesena,,,"44,2213793","12,0332336",Pubblico
66711,"Welcome Room","Galeata - Welcome Room",https://maps.app.goo.gl/CSrb92P1XkLhYM6m6,,,Galeata,Forlì-Cesena,,,"43,9851322","11,9034874",Pubblico
66713,"Welcome Room","Argenta - Welcome Room",https://maps.app.goo.gl/KUSRW6zmbXvwkiz39,,,Argenta,Ferrara,,,"44,6142259","11,8330783",Pubblico
66717,"IAT R","Igea Marina - Welcome Room",https://maps.app.goo.gl/96cVovTgWZQfQxtFA,,,"Bellaria-Igea Marina",Rimini,,,"44,1358047","12,4747602",Pubblico
66719,"IAT digitale","Misano Brasile - IAT Digitale",,,,"Misano Adriatico",Rimini,"piazza Venezia",,"43,9842147","12,6912719",Pubblico
66726,"Welcome Room","Rimini Aeroporto - Welcome Room",https://maps.app.goo.gl/kg6B4vyZkbwFPGoo7,,,Rimini,Rimini,,,"44,0251778","12,6131811",Pubblico
66749,"Welcome Room","Saludecio - Welcome Room",https://maps.app.goo.gl/xArGhZQrhaZR2Qwe6,,,Saludecio,Rimini,,,"43,8723492","12,6663959",Pubblico
66750,"Welcome Room","Bologna - Welcome  Room",https://maps.app.goo.gl/jKF3xKiKz1kL43A16,,,Bologna,Bologna,,,"44,5058295","11,3390217",Pubblico
66752,"Welcome Room","Lizzano in Belvedere - Welcome Room",https://maps.app.goo.gl/ZwshQA9oQdUTTZdBA,,,"Lizzano in Belvedere",Bologna,,,"44,1616596","10,8910978",Pubblico
66770,"IAT diffuso","Argelato - IAT Diffuso",,"Studio FuoribordoSrl c/o Infopoint Centergross - Blocco 5A Centergross",,Argelato,Bologna,"Via della Mercanzia",13,"44,5866145","11,3771931",Pubblico
66771,"IAT diffuso","Bentivoglio - IAT Diffuso",,"Oasi La Rizza",,Bentivoglio,Bologna,"Via Bassa degli Albanelli",9-13,"44,6603608","11,4364316",Pubblico
66772,"IAT diffuso","Bentivoglio - IAT Diffuso",,"La Locanda Smeraldi",,Bentivoglio,Bologna,"Via San Marina",47,"44,603127","11,417914",Pubblico
66773,"IAT diffuso","Pieve di Cento - IAT Diffuso",,"Pro Loco Pieve di Cento - APS",,"Pieve di Cento",Bologna,"Piazza Andrea Costa",11,"44,7139266","11,3068046",Pubblico
66774,"IAT diffuso","Argelato - IAT Diffuso",,"Ristorante La Grigliata",,Argelato,Bologna,"Via Casadio",31,"44,6174685","11,3300595",Pubblico
66775,"IAT diffuso","Argelato - IAT Diffuso",,"Villa San Donino",,Argelato,Bologna,"Via Centese",278,"44,6663563","11,3076013",Pubblico
66776,"IAT diffuso","Pieve di Cento - IAT Diffuso",,Fiorilinda,,"Pieve di Cento",Bologna,"Via Garibaldi",70,"44,7144305","11,3047641",Pubblico
66777,"IAT diffuso","Pieve di Cento - IAT Diffuso",,"Convivio Bistrot",,"Pieve di Cento",Bologna,"Via Rizzoli",2,"44,7113615","11,3065741",Pubblico
66778,"IAT diffuso","Campogalliano - IAT Diffuso",,"Museo della Bilancia",,Campogalliano,Modena,"Via Garibaldi",34/A,"44,6911351","10,8403222",Pubblico
66779,"IAT diffuso","Campogalliano - IAT Diffuso",,"Casa Berselli - Circolo al Parco A. Goldoni APS",,Campogalliano,Modena,"Via Albone",14,"44,6692864","10,8267941",Pubblico
66780,"IAT diffuso","Campogalliano - IAT Diffuso",,"Best Western Modena District",,Campogalliano,Modena,"Via del Passatore",160,"44,686279","10,8518394",Pubblico
66781,"IAT diffuso","Carpi - IAT Diffuso",,"Eliotecnica Stermieri",,Carpi,Modena,"Via Trento Trieste",43,"44,7811354","10,8824311",Pubblico
66782,"IAT diffuso","Carpi - IAT Diffuso",,"Nonno Pep",,Carpi,Modena,"Corso Cabassi",35/37,"44,7838455","10,8880241",Pubblico
66783,"IAT diffuso","Carpi - IAT Diffuso",,"Mondadori Bookstore Carpi",,Carpi,Modena,"Piazza dei Martiri",8,"44,7830316","10,884582",Pubblico
66784,"IAT diffuso","Carpi - IAT Diffuso",,"Nuovo Albergo Tuoring",,Carpi,Modena,"Via Darfo Dallai",1,"44,7832842","10,8893937",Pubblico
66785,"IAT diffuso","Carpi - IAT Diffuso",,"Carpi Comics di Pantaleoni Marco",,Carpi,Modena,"Via Nova",45,"44,7816699","10,8851232",Pubblico
66786,"IAT diffuso","Carpi  - IAT Diffuso",,"Hotel Gabarda",,Carpi,Modena,"Via Carlo Marx",172,"44,7586317","10,8709242",Pubblico
66787,"IAT diffuso","Carpi - IAT Diffuso",,"Cantina di Santa Croce",,Carpi,Modena,"SS 468 di Correggio",35,"44,7711235","10,7753311",Pubblico
66788,"IAT diffuso","Carpi - IAT Diffuso",,"Ex Campo di Fossoli",,Carpi,Modena,"Via Remesina esterna",32,"44,8287879","10,9020877",Pubblico
66789,"IAT diffuso","Carpi - IAT Diffuso",,"Hotel Carpi",,Carpi,Modena,"Via delle Magliaie",2,"44,7767849","10,8608754",Pubblico
66790,"IAT diffuso","Carpi - IAT Diffuso",,"Caseificio San Giorgio",,Carpi,Modena,"Via Zappiano",15,"44,7763948","10,8500775",Pubblico
66791,"IAT diffuso","Carpi - IAT Diffuso",,"Musei di Palazzo dei Pio",,Carpi,Modena,"Piazza dei Martiri",68,"44,7829487","10,8856532",Pubblico
66792,"IAT diffuso","Carpi - IAT Diffuso",,"URP - Ufficio Relazioni con il Pubblico del Comune di Carpi",,Carpi,Modena,"Via Berengario",4,"44,7824776","10,8843142",Pubblico
66793,"IAT diffuso","Carpi - IAT Diffuso",,"Soho - Soho Home",,Carpi,Modena,"Corso Alberto Pio",38-40,"44,7810113","10,8839066",Pubblico
66794,"IAT diffuso","Carpi - IAT Diffuso",,"Chalet 3.0 in piazzetta",,Carpi,Modena,"Piazza Garibaldi",29,"44,7839179","10,8797139",Pubblico
66795,"IAT diffuso","Carpi - IAT Diffuso",,"Chalet al Parco",,Carpi,Modena,"Via Vittorio Veneto",2,"44,7862393","10,8798709",Pubblico
66796,IAT,"Fanano - Ufficio Informazioni e Accoglienza Turistica (IAT)",https://maps.app.goo.gl/9ssgAUqNUvMThWrH6,,,Fanano,Modena,,,"44,2074371","10,7924316",Pubblico
66797,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Edicola del centro di Paoletti Elisa",,"Fiorano Modenese",Modena,"Via Vittorio Veneto",25/A,"44,538912","10,8120309",Pubblico
66798,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Santuario Beata Vergine del Castello",,"Fiorano Modenese",Modena,"Via Giovanni Paolo II",4,"44,5374956","10,8115684",Pubblico
66800,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Camper Club Fiorano Modenese",,"Fiorano Modenese",Modena,"Via Cameazzo",6,"44,5399509","10,8270146",Pubblico
66801,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Acetaia Leonardi",,Formigine,Modena,"Via Mazzacavallo",62,"44,5906129","10,8087663",Pubblico
66802,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Azienda Agrituristica Sant'Antonio di Giusti Maria Elinda",,Formigine,Modena,"Via Sant'Antonio",49,"44,5611437","10,87206",Pubblico
66803,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Azienda Agricola Rossi Barattini",,Formigine,Modena,"Via Giardini Sud",170,"44,5561817","10,8514765",Pubblico
