id,type,name,url,structure_name,opening,city,province,address,number,lat,lng,status
66804,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Hotel Corte degli Estensi",,Formigine,Modena,"Via Vandelli",7,"44,5790303","10,9098206",Pubblico
66805,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Ristorante del Rio Srl",,Formigine,Modena,"Via Bassa Paolucci",55,"44,5909623","10,870426",Pubblico
66806,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Valeri di Giacobazzi Valerio",,Formigine,Modena,"Via Eugenio Curiel",9,"44,5727194","10,847694",Pubblico
66807,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"CM Italia srl",,Formigine,Modena,"Via San Pietro",22,"44,5746544","10,8480668",Pubblico
66808,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Best Western Plus Hotel - C.I.T.E.S. S.p.A.",,Formigine,Modena,"Via Giardini Nord",438,"44,5976038","10,862637",Pubblico
66809,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Villa Campestre",,Formigine,Modena,"Via Viazza di Sopra",6,"44,5467271","10,8664969",Pubblico
66810,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"A. VDL società agricola",,Maranello,Modena,"Via Fogliano",165,"44,5054926","10,8460288",Pubblico
66811,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Salumificio F.lli Guerzoni",,Maranello,Modena,"Via Fondo Valtiepido",12,"44,5129211","10,8780102",Pubblico
66812,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Az. Agricola Casone di Sotto",,Maranello,Modena,"Via Prazecco",4,"44,5153682","10,908556",Pubblico
66813,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Bersana Azienda Agricola di Riccardo Iaccheri",,Maranello,Modena,"Via Fogliano",161,"44,5075607","10,8489267",Pubblico
66814,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Race Art 27 Maranello Srl",,Maranello,Modena,"Via Dino Ferrari",61,"44,5301459","10,8590661",Pubblico
66815,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"La Bibulca",,Montefiorino,Modena,"Via Provinciale per Frassinoro",115,"44,3249359","10,6011403",Pubblico
66816,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Warm Up di Ravazzini Carlo",,Maranello,Modena,"Via Dino Ferrari",41,"44,5301149","10,8627072",Pubblico
66817,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Pushstart Srl",,Maranello,Modena,"Via Dino Ferrari",41,"44,5301149","10,8627072",Pubblico
66818,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Planet Srl",,Maranello,Modena,"Via Giovanni Verga",22,"44,5320194","10,8637588",Pubblico
66819,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Maranello Ristoranti - Carisma Pizzeria Ristorante",,Maranello,Modena,"Piazza Libertà",43,"44,5249402","10,8670478",Pubblico
66820,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,Domus,,Maranello,Modena,"Piazza Libertà",38,"44,5248502","10,8671148",Pubblico
66821,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Genko Srl Drake",,Maranello,Modena,"Via Nazionale",60,"44,5267036","10,8663502",Pubblico
66822,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Dip Srl Terminal Caffè T3",,Maranello,Modena,"Via Grizzaga",53,"44,5323025","10,8740462",Pubblico
66823,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"Villa Nuvola Suites",,"Fiorano Modenese",Modena,"Via Vittorio Alfieri",3,"44,534845","10,8213418",Pubblico
66824,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"La Corte dei Cerri",,Frassinoro,Modena,"Via Spervera di Sotto",,"44,2816103","10,5827126",Pubblico
66825,"IAT diffuso","Maranello - Terra di Motori IAT Diffuso",,"La Tana della Lavanda",,Montefiorino,Modena,"Via della Tana",10,"44,3543385","10,5952121",Pubblico
66826,"IAT digitale","Modena - IAT Digitale",,,"Dal Martedì al venerdì: 9.30-13 /15.00-19.00; sabato domeniche e festivi: apertura 9.30 - 19.00.",Modena,Modena,"Piazza Mazzini",,"44,5513799","10,918048",Pubblico
66827,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Tabaccheria 3 Sant",,Medolla,Modena,"Via Strada Statale",1292,"44,8670321","11,066238",Pubblico
66828,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Pro Loco San Possidionio APS-ETS",,"San Possidonio",Modena,"Piazza Andreoli",39,"44,8916757","10,9961503",Pubblico
66829,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Pro Loco San Felice APS",,"San Felice sul Panaro",Modena,"Via Mazzini",62,"44,8387799","11,1434846",Pubblico
66830,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Medipark società agricola Mediplants",,"San Felice sul Panaro",Modena,"Via Perossaro",187,"44,8291322","11,1352944",Pubblico
66831,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Tra le note libri e vinili Libreria",,"San Felice sul Panaro",Modena,"Via M.C Ascari",5,"44,8383548","11,1446271",Pubblico
66832,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"GL Impianti srl",,"Concordia sulla Secchia",Modena,"Via Confine",80,"44,9546193","11,0084724",Pubblico
66833,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Azienda Agricola tecnica vivai di Candini Luca",,Camposanto,Modena,"Ponte Picchietti",,"44,8189501","11,1085696",Pubblico
66834,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Pro Loco Finale Emilia APS",,"Finale Emilia",Modena,"Via Cappuccini",15/A,"44,8304846","11,2919059",Pubblico
66835,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Pop Tours Autoloneggi",,Camposanto,Modena,"Piazza Gramsci",5,"44,7873963","11,1395245",Pubblico
66836,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Cooperativa sociale Caracol",,"Finale Emilia",Modena,"Via Garigliano",14,"44,8404347","11,3612098",Pubblico
66837,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Giallo Tortellino",,"Finale Emilia",Modena,"Via Alessandro Volta",20,"44,8535993","11,2066654",Pubblico
66838,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Rapsodia Pizzeria",,"San Felice sul Panaro",Modena,"Via Ascari",21,"44,8370526","11,1453812",Pubblico
66839,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Soc. Cooperativa La bella sfilza",,"Concordia sulla Secchia",Modena,"Via Corriera",3,"44,9206049","10,9780573",Pubblico
66840,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Soleluna Agenzia di Viaggi",,"San Felice sul Panaro",Modena,"Via Mazzini",88,"44,8385959","11,1443435",Pubblico
66841,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Studio linguistico Union Jack",,"San Felice sul Panaro",Modena,"Via Risorgimento",3/5,"44,8385125","11,1432791",Pubblico
66842,"IAT diffuso","Unione Comuni modenesi Area Nord -  IAT Diffuso",,"Tabaccheria Ivan",,Cavezzo,Modena,"Via Cavour",375,"44,822396","10,9949758",Pubblico
66843,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Il Castellaro ai sassi",,Guiglia,Modena,"Via Sassi",1700,"44,3891389","10,9505268",Pubblico
66844,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Lettere e Letture",,"Marano sul Panaro",Modena,"Piazza Matteotti",2,"44,455807","10,966668",Pubblico
66845,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Il timbro",,Spilamberto,Modena,"Piazza dei Caduti L.",7,"44,5340982","11,0239678",Pubblico
66846,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Gelateria Antartide",,"Castelnuovo Rangone",Modena,"Via Vandelli",20,"44,5760221","10,9076284",Pubblico
66847,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Fantasie golose",,Spilamberto,Modena,"Via Marconi",30,"44,5303534","11,0210497",Pubblico
66848,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Righetti 1911 di Righetti Enrico",,Zocca,Modena,"Via M. Tesi",1056,"44,346387","10,9944961",Pubblico
66849,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"La Ca' del Non bioagriturismo L'alpenice",,"Savignano sul Panaro",Modena,"Via Monticelli",1090,"44,4882497","11,0504613",Pubblico
66850,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Hotel Arthur",,"Castelvetro di Modena",Modena,"Via Statale",204,"44,5285978","10,9219651",Pubblico
66851,"IAT diffuso","Unione Terre di Castelli - IAT Diffuso",,"Gibellini Mariaelena e Cristina snc",,Spilamberto,Modena,"Piazza dei Caduti Libertà",41,"44,5334463","11,0242099",Pubblico
